Mod:Item:MetaData, Localized Name
Forestry:fencesFireproof:23, Cerca de Citros (À Prova de Fogo)
Forestry:fencesFireproof:24, Cerca de Sequóia Gigante (À Prova de Fogo)
Forestry:fencesFireproof:25, Cerca de Ipê (À Prova de Fogo)
Forestry:fencesFireproof:26, Cerca de Pau-Brasil (À Prova de Fogo)
Forestry:fencesFireproof:27, Cerca de Cocobolo (À Prova de Fogo)
Forestry:fencesFireproof:28, Cerca de Zebrano (À Prova de Fogo)
Forestry:stairsFireproof:0, Escadas de Madeira de Larício (À Prova de Fogo)
Forestry:stairsFireproof:1, Escadas de Madeira de Teca (À Prova de Fogo)
Forestry:stairsFireproof:2, Escadas de Madeira de Acacia (À Prova de Fogo)
Forestry:stairsFireproof:3, Escadas de Madeira de Lima (À Prova de Fogo)
Forestry:stairsFireproof:4, Escadas de Madeira de Castanha (À Prova de Fogo)
Forestry:stairsFireproof:5, Escadas de Madeira de Wengué (À Prova de Fogo)
Forestry:stairsFireproof:6, Escadas de Madeira de Baobá (À Prova de Fogo)
Forestry:stairsFireproof:7, Escadas de Madeira de Sequóia (À Prova de Fogo)
Forestry:stairsFireproof:8, Escadas de Madeira de Sumaúma (À Prova de Fogo)
Forestry:stairsFireproof:9, Escadas de Madeira de Ébano (À Prova de Fogo)
Forestry:stairsFireproof:10, Escadas de Madeira de Mógno (À Prova de Fogo)
Forestry:stairsFireproof:11, Escadas de Madeira de Balsa (À Prova de Fogo)
Forestry:stairsFireproof:12, Escadas de Madeira de Salgueiro (À Prova de Fogo)
Forestry:stairsFireproof:13, Escadas de Madeira de Nogueira (À Prova de Fogo)
Forestry:stairsFireproof:14, Escadas de Madeira de Coração-Verde (À Prova de Fogo)
Forestry:stairsFireproof:15, Escadas de Madeira de Cereja (À Prova de Fogo)
Forestry:stairsFireproof:16, Escadas de Madeira de Pau-de-Sebo (À Prova de Fogo)
Forestry:stairsFireproof:17, Escadas de Madeira de Álamo (À Prova de Fogo)
Forestry:stairsFireproof:18, Escadas de Madeira de Palmeira (À Prova de Fogo)
Forestry:stairsFireproof:19, Escadas de Madeira de Mamão (À Prova de Fogo)
Forestry:stairsFireproof:20, Escadas de Madeira de Pinho (À Prova de Fogo)
Forestry:stairsFireproof:21, Escadas de Madeira de Ameixa (À Prova de Fogo)
Forestry:stairsFireproof:22, Escadas de Madeira de Bordo (À Prova de Fogo)
Forestry:stairsFireproof:23, Escadas de Madeira de Citros (À Prova de Fogo)
Forestry:stairsFireproof:24, Escadas de Madeira de Sequóia Gigante (À Prova de Fogo)
Forestry:stairsFireproof:25, Escadas de Madeira de Ipê (À Prova de Fogo)
Forestry:stairsFireproof:26, Escadas de Madeira de Pau-Brasil (À Prova de Fogo)
Forestry:stairsFireproof:27, Escadas de Madeira de Cocobolo (À Prova de Fogo)
Forestry:stairsFireproof:28, Escadas de Madeira de Zebrano (À Prova de Fogo)
Forestry:saplingGE:0, Muda
Forestry:pods:0, Vagem
Forestry:arboriculture:0, Baú do Arborista
Forestry:engine:1, Motor de Turfa
Forestry:engine:2, Motor de Biogás
Forestry:engine:4, Motor de Engrenagem
Forestry:factory:0, Engarrafador
Forestry:factory:1, Carpinteiro
Forestry:factory:2, Centrífuga
Forestry:factory:3, Fermentador
Forestry:factory:4, Humidificador
Forestry:factory:5, Hidratador
Forestry:factory:6, Refinador
Forestry:factory:7, Fazedor de Chuva
Forestry:factory2:0, Fabricador Termiônico
Forestry:factory2:1, Tanque de Chuva
Forestry:factory2:2, Mesa de Trabalho
Forestry:mushroom:0, Cogumelo
Forestry:mushroom:1, Cogumelo
Forestry:ffarm:0, Bloco da Fazenda
Forestry:ffarm:0, Bloco da Fazenda
Forestry:ffarm:0, Bloco da Fazenda
Forestry:ffarm:0, Bloco da Fazenda
Forestry:ffarm:0, Bloco da Fazenda
Forestry:ffarm:0, Bloco da Fazenda
Forestry:ffarm:0, Bloco da Fazenda
Forestry:ffarm:0, Bloco da Fazenda
Forestry:ffarm:0, Bloco da Fazenda
Forestry:ffarm:0, Bloco da Fazenda
Forestry:ffarm:0, Bloco da Fazenda
Forestry:ffarm:2, Caixa de Engrenagens da Fazenda
Forestry:ffarm:2, Caixa de Engrenagens da Fazenda
Forestry:ffarm:2, Caixa de Engrenagens da Fazenda
Forestry:ffarm:2, Caixa de Engrenagens da Fazenda
Forestry:ffarm:2, Caixa de Engrenagens da Fazenda
Forestry:ffarm:2, Caixa de Engrenagens da Fazenda
Forestry:ffarm:2, Caixa de Engrenagens da Fazenda
Forestry:ffarm:2, Caixa de Engrenagens da Fazenda
Forestry:ffarm:2, Caixa de Engrenagens da Fazenda
Forestry:ffarm:2, Caixa de Engrenagens da Fazenda
Forestry:ffarm:2, Caixa de Engrenagens da Fazenda
Forestry:ffarm:3, Hachura da Fazenda
Forestry:ffarm:3, Hachura da Fazenda
Forestry:ffarm:3, Hachura da Fazenda
Forestry:ffarm:3, Hachura da Fazenda
Forestry:ffarm:3, Hachura da Fazenda
Forestry:ffarm:3, Hachura da Fazenda
Forestry:ffarm:3, Hachura da Fazenda
Forestry:ffarm:3, Hachura da Fazenda
Forestry:ffarm:3, Hachura da Fazenda
Forestry:ffarm:3, Hachura da Fazenda
Forestry:ffarm:3, Hachura da Fazenda
Forestry:ffarm:4, Válvula da Fazenda
Forestry:ffarm:4, Válvula da Fazenda
Forestry:ffarm:4, Válvula da Fazenda
Forestry:ffarm:4, Válvula da Fazenda
Forestry:ffarm:4, Válvula da Fazenda
Forestry:ffarm:4, Válvula da Fazenda
Forestry:ffarm:4, Válvula da Fazenda
Forestry:ffarm:4, Válvula da Fazenda
Forestry:ffarm:4, Válvula da Fazenda
Forestry:ffarm:4, Válvula da Fazenda
Forestry:ffarm:4, Válvula da Fazenda
Forestry:ffarm:5, Controle da Fazenda
Forestry:ffarm:5, Controle da Fazenda
Forestry:ffarm:5, Controle da Fazenda
Forestry:ffarm:5, Controle da Fazenda
Forestry:ffarm:5, Controle da Fazenda
Forestry:ffarm:5, Controle da Fazenda
Forestry:ffarm:5, Controle da Fazenda
Forestry:ffarm:5, Controle da Fazenda
Forestry:ffarm:5, Controle da Fazenda
Forestry:ffarm:5, Controle da Fazenda
Forestry:ffarm:5, Controle da Fazenda
Forestry:lepidopterology:0, Baú do Heteropterologista
Forestry:mail:0, Caixa de Correio
Forestry:mail:1, Posto de Troca
Forestry:mail:2, Filatelia
ImmersiveEngineering:ore:0, Copper Ore
ImmersiveEngineering:ore:1, Bauxite Ore
ImmersiveEngineering:ore:2, Lead Ore
ImmersiveEngineering:ore:3, Silver Ore
ImmersiveEngineering:ore:4, Nickel Ore
ImmersiveEngineering:storage:0, Block of Copper
ImmersiveEngineering:storage:1, Block of Aluminium
ImmersiveEngineering:storage:2, Block of Lead
ImmersiveEngineering:storage:3, Block of Silver
ImmersiveEngineering:storage:4, Block of Nickel
ImmersiveEngineering:storage:5, Block of Constantan
ImmersiveEngineering:storage:6, Block of Electrum
ImmersiveEngineering:storage:7, Block of Steel
ImmersiveEngineering:storage:8, Copper Wire Coil
ImmersiveEngineering:storage:9, Electrum Wire Coil
ImmersiveEngineering:storage:10, High-Voltage Wire Coil
ImmersiveEngineering:storageSlab:0, Copper Slab
ImmersiveEngineering:storageSlab:1, Aluminium Slab
ImmersiveEngineering:storageSlab:2, Lead Slab
ImmersiveEngineering:storageSlab:3, Silver Slab
ImmersiveEngineering:storageSlab:4, Nickel Slab
ImmersiveEngineering:storageSlab:5, Constantan Slab
ImmersiveEngineering:storageSlab:6, Electrum Slab
ImmersiveEngineering:storageSlab:7, Steel Slab
ImmersiveEngineering:stoneSlab:0, Hempcrete Slab
ImmersiveEngineering:stoneSlab:1, Concrete Slab
ImmersiveEngineering:stoneSlab:2, Concrete Tile Slab
ImmersiveEngineering:metalDevice:0, LV Wire Connector
ImmersiveEngineering:metalDevice:1, LV Capacitor
ImmersiveEngineering:metalDevice:1, LV Capacitor
ImmersiveEngineering:metalDevice:2, MV Wire Connector
ImmersiveEngineering:metalDevice:3, MV Capacitor
ImmersiveEngineering:metalDevice:3, MV Capacitor
ImmersiveEngineering:metalDevice:4, Transformer
ImmersiveEngineering:metalDevice:5, HV Wire Relay
ImmersiveEngineering:metalDevice:6, HV Wire Connector
ImmersiveEngineering:metalDevice:7, HV Capacitor
ImmersiveEngineering:metalDevice:7, HV Capacitor
ImmersiveEngineering:metalDevice:8, HV Transformer
ImmersiveEngineering:metalDevice:9, Kinetic Dynamo
ImmersiveEngineering:metalDevice:10, Thermoelectric Generator
ImmersiveEngineering:metalDevice:11, Conveyor Belt
ImmersiveEngineering:metalDevice:12, External Heater
ImmersiveEngineering:metalDevice:13, Item Router
ImmersiveEngineering:metalDevice:14, Core Sample Drill
ImmersiveEngineering:metalDevice:15, Dropping Conveyor Belt
ImmersiveEngineering:metalDevice2:0, Breaker Switch
ImmersiveEngineering:metalDevice2:2, Current Transformer
ImmersiveEngineering:metalDevice2:3, Powered Lantern
ImmersiveEngineering:metalDevice2:4, Floodlight
ImmersiveEngineering:metalDevice2:5, Fluid Pipe
ImmersiveEngineering:metalDevice2:6, Fluid Pump
ImmersiveEngineering:metalDevice2:7, Metal Barrel
ImmersiveEngineering:metalDevice2:8, Creative Capacitor
ImmersiveEngineering:metalDevice2:9, Redstone Breaker
ImmersiveEngineering:metalDevice2:10, Charging Station
ImmersiveEngineering:metalDevice2:11, Blast Furnace Preheater
ImmersiveEngineering:metalDecoration:0, Steel Fence
ImmersiveEngineering:metalDecoration:1, Steel Scaffolding
ImmersiveEngineering:metalDecoration:2, Lantern
ImmersiveEngineering:metalDecoration:3, Structural Arm
ImmersiveEngineering:metalDecoration:4, Radiator Block
ImmersiveEngineering:metalDecoration:5, Heavy Engineering Block
ImmersiveEngineering:metalDecoration:6, Generator Block
ImmersiveEngineering:metalDecoration:7, Light Engineering Block
ImmersiveEngineering:metalDecoration:8, Structural Cable Connector
ImmersiveEngineering:metalDecoration:9, Steel Wall Mount
ImmersiveEngineering:metalDecoration:10, Sheet Metal Block
ImmersiveEngineering:metalDecoration:11, Steel Scaffolding
ImmersiveEngineering:metalDecoration:12, Aluminium Fence
ImmersiveEngineering:metalDecoration:13, Aluminium Scaffolding
ImmersiveEngineering:metalDecoration:14, Aluminium Scaffolding
ImmersiveEngineering:metalDecoration:15, Aluminium Structural Arm
ImmersiveEngineering:metalDecoration2:0, Aluminium Sheet Metal Block
ImmersiveEngineering:metalDecoration2:1, Lead Sheet Metal Block
ImmersiveEngineering:metalDecoration2:2, Steel Sheet Metal Block
ImmersiveEngineering:metalMultiblock:0, Lightning Rod Base
ImmersiveEngineering:metalMultiblock:2, Industrial Squeezer
ImmersiveEngineering:metalMultiblock:3, Fermenter
ImmersiveEngineering:woodenDevice:0, Wooden Post
ImmersiveEngineering:woodenDevice:1, Water Wheel
ImmersiveEngineering:woodenDevice:2, Windmill
ImmersiveEngineering:woodenDevice:3, Improved Windmill
ImmersiveEngineering:woodenDevice:4, Wooden Storage Crate
ImmersiveEngineering:woodenDevice:5, Engineer's Workbench
ImmersiveEngineering:woodenDevice:6, Wooden Barrel
ImmersiveEngineering:woodenDecoration:1, Treated Wood Fence
ImmersiveEngineering:woodenDecoration:2, Treated Wood Slab
ImmersiveEngineering:woodenDecoration:4, Treated Wood Doubleslab
ImmersiveEngineering:woodenDecoration:5, Treated Wood Scaffolding
ImmersiveEngineering:woodenDecoration:6, Wooden Wall Mount
ImmersiveEngineering:treatedWood:0, Treated Wood Planks
ImmersiveEngineering:treatedWood:1, Treated Wood Planks
ImmersiveEngineering:treatedWood:2, Treated Wood Planks
ImmersiveEngineering:woodenStairs, Treated Wood Stairs
ImmersiveEngineering:woodenStairs1, Treated Wood Stairs
ImmersiveEngineering:woodenStairs2, Treated Wood Stairs
ImmersiveEngineering:stoneDevice:4, Insulating Glass
ImmersiveEngineering:stoneDecoration:0, Hempcrete
ImmersiveEngineering:stoneDecoration:1, Coke Brick
ImmersiveEngineering:stoneDecoration:2, Blast Brick
ImmersiveEngineering:stoneDecoration:3, Block of Coal Coke
ImmersiveEngineering:stoneDecoration:4, Concrete
ImmersiveEngineering:stoneDecoration:5, Concrete Tile
ImmersiveEngineering:stoneDecoration:6, Reinforced Blast Brick
ImmersiveEngineering:concreteStairs, Concrete Stairs
ImmersiveEngineering:concreteTileStairs, Concrete Tile Stairs
ImmersiveEngineering:hemp, Industrial Hemp
ImmersiveEngineering:fakeLight, tile.ImmersiveEngineering.fakeLight.name
ImmersiveEngineering:clothDevice, tile.ImmersiveEngineering.clothDevice.name
Mekanism:BasicBlock:0, Bloco de Ósmio
Mekanism:BasicBlock:1, Bloco de Bronze
Mekanism:BasicBlock:2, Obsidiana Refinada
Mekanism:BasicBlock:3, Bloco de Carvão Vegetal
Mekanism:BasicBlock:4, Pedra Luminosa Refinada
Mekanism:BasicBlock:5, Bloco de Aço
Mekanism:BasicBlock:6, Silo Básico
Mekanism:BasicBlock:6, Silo Avançado
Mekanism:BasicBlock:6, Silo de Elite
Mekanism:BasicBlock:6, Silo Final
Mekanism:BasicBlock:7, Moldura do Teletransportador
Mekanism:BasicBlock:8, Carcaça de Aço
Mekanism:BasicBlock:9, Tanque Dinâmico
Mekanism:BasicBlock:10, Vidro Estrutural
Mekanism:BasicBlock:11, Válvula Dinâmica
Mekanism:BasicBlock:12, Bloco de Cobre
Mekanism:BasicBlock:13, Bloco de Estanho
Mekanism:BasicBlock:14, Controlador de Evaporação Térmica
Mekanism:BasicBlock:15, Válvula de Evaporação Térmica
Mekanism:BasicBlock2:0, Bloco de Evaporação Térmica
Mekanism:BasicBlock2:1, Caixa de Indução
Mekanism:BasicBlock2:2, Porta de Indução
Mekanism:BasicBlock2:3, Célula de Indução Básica
Mekanism:BasicBlock2:3, Célula de Indução Avançada
Mekanism:BasicBlock2:3, Célula de Indução Elite
Mekanism:BasicBlock2:3, Célula de Indução Final
Mekanism:BasicBlock2:4, Provedor de Indução Básico
Mekanism:BasicBlock2:4, Provedor de Indução Avançado
Mekanism:BasicBlock2:4, Provedor de Indução Elite
Mekanism:BasicBlock2:4, Provedor de Indução Final
Mekanism:BasicBlock2:5, Elemento de Superaquecimento
Mekanism:BasicBlock2:6, Dispersor de Pressão
Mekanism:BasicBlock2:7, Carcaça da Caldeira
Mekanism:BasicBlock2:8, Válvula da Caldeira
Mekanism:BasicBlock2:9, Mesa de Segurança
Mekanism:OreBlock:0, Minério de Ósmio
Mekanism:OreBlock:1, Minério de Cobre
Mekanism:OreBlock:2, Minério de Estanho
Mekanism:EnergyCube, tile.EnergyCube.name
Mekanism:ObsidianTNT, TNT de Obsidiana
Mekanism:BoundingBlock, Delimitador de Bloco
Mekanism:GasTank:0, Tanque de Gás Básico
Mekanism:GasTank:0, Tanque de Gás Avançado
Mekanism:GasTank:0, Tanque de Gás Elite
Mekanism:GasTank:0, Tanque de Gás Final
Mekanism:CardboardBox, Caixa de Papelão
Mekanism:PlasticBlock:0, §8Preto Bloco de Plástico
Mekanism:PlasticBlock:1, §cVermelho Bloco de Plástico
Mekanism:PlasticBlock:2, §2Verde Bloco de Plástico
Mekanism:PlasticBlock:3, §6Marrom Bloco de Plástico
Mekanism:PlasticBlock:4, §1Azul Bloco de Plástico
Mekanism:PlasticBlock:5, §5Lilás Bloco de Plástico
Mekanism:PlasticBlock:6, §3Ciano Bloco de Plástico
Mekanism:PlasticBlock:7, §7Cinza Claro Bloco de Plástico
Mekanism:PlasticBlock:8, §8Cinza Bloco de Plástico
Mekanism:PlasticBlock:9, §dRosa Bloco de Plástico
Mekanism:PlasticBlock:10, §aVerde Limão Bloco de Plástico
Mekanism:PlasticBlock:11, §eAmarelo Bloco de Plástico
Mekanism:PlasticBlock:12, §9Azul Claro Bloco de Plástico
Mekanism:PlasticBlock:13, §dMagenta Bloco de Plástico
Mekanism:PlasticBlock:14, §6Laranja Bloco de Plástico
Mekanism:PlasticBlock:15, §fBranco Bloco de Plástico
Mekanism:SlickPlasticBlock:0, §8Preto Bloco de Plástico Liso
Mekanism:SlickPlasticBlock:1, §cVermelho Bloco de Plástico Liso
Mekanism:SlickPlasticBlock:2, §2Verde Bloco de Plástico Liso
Mekanism:SlickPlasticBlock:3, §6Marrom Bloco de Plástico Liso
Mekanism:SlickPlasticBlock:4, §1Azul Bloco de Plástico Liso
Mekanism:SlickPlasticBlock:5, §5Lilás Bloco de Plástico Liso
Mekanism:SlickPlasticBlock:6, §3Ciano Bloco de Plástico Liso
Mekanism:SlickPlasticBlock:7, §7Cinza Claro Bloco de Plástico Liso
Mekanism:SlickPlasticBlock:8, §8Cinza Bloco de Plástico Liso
Mekanism:SlickPlasticBlock:9, §dRosa Bloco de Plástico Liso
Mekanism:SlickPlasticBlock:10, §aVerde Limão Bloco de Plástico Liso
Mekanism:SlickPlasticBlock:11, §eAmarelo Bloco de Plástico Liso
Mekanism:SlickPlasticBlock:12, §9Azul Claro Bloco de Plástico Liso
Mekanism:SlickPlasticBlock:13, §dMagenta Bloco de Plástico Liso
Mekanism:SlickPlasticBlock:14, §6Laranja Bloco de Plástico Liso
Mekanism:SlickPlasticBlock:15, §fBranco Bloco de Plástico Liso
Mekanism:GlowPlasticBlock:0, §8Preto Bloco de Plástico Fluorescente
Mekanism:GlowPlasticBlock:1, §cVermelho Bloco de Plástico Fluorescente
Mekanism:GlowPlasticBlock:2, §2Verde Bloco de Plástico Fluorescente
Mekanism:GlowPlasticBlock:3, §6Marrom Bloco de Plástico Fluorescente
Mekanism:GlowPlasticBlock:4, §1Azul Bloco de Plástico Fluorescente
Mekanism:GlowPlasticBlock:5, §5Lilás Bloco de Plástico Fluorescente
Mekanism:GlowPlasticBlock:6, §3Ciano Bloco de Plástico Fluorescente
Mekanism:GlowPlasticBlock:7, §7Cinza Claro Bloco de Plástico Fluorescente
Mekanism:GlowPlasticBlock:8, §8Cinza Bloco de Plástico Fluorescente
Mekanism:GlowPlasticBlock:9, §dRosa Bloco de Plástico Fluorescente
Mekanism:GlowPlasticBlock:10, §aVerde Limão Bloco de Plástico Fluorescente
Mekanism:GlowPlasticBlock:11, §eAmarelo Bloco de Plástico Fluorescente
Mekanism:GlowPlasticBlock:12, §9Azul Claro Bloco de Plástico Fluorescente
Mekanism:GlowPlasticBlock:13, §dMagenta Bloco de Plástico Fluorescente
Mekanism:GlowPlasticBlock:14, §6Laranja Bloco de Plástico Fluorescente
Mekanism:GlowPlasticBlock:15, §fBranco Bloco de Plástico Fluorescente
Mekanism:ReinforcedPlasticBlock:0, §8Preto Bloco de Plástico Reforçado
Mekanism:ReinforcedPlasticBlock:1, §cVermelho Bloco de Plástico Reforçado
Mekanism:ReinforcedPlasticBlock:2, §2Verde Bloco de Plástico Reforçado
Mekanism:ReinforcedPlasticBlock:3, §6Marrom Bloco de Plástico Reforçado
Mekanism:ReinforcedPlasticBlock:4, §1Azul Bloco de Plástico Reforçado
Mekanism:ReinforcedPlasticBlock:5, §5Lilás Bloco de Plástico Reforçado
Mekanism:ReinforcedPlasticBlock:6, §3Ciano Bloco de Plástico Reforçado
Mekanism:ReinforcedPlasticBlock:7, §7Cinza Claro Bloco de Plástico Reforçado
Mekanism:ReinforcedPlasticBlock:8, §8Cinza Bloco de Plástico Reforçado
Mekanism:ReinforcedPlasticBlock:9, §dRosa Bloco de Plástico Reforçado
Mekanism:ReinforcedPlasticBlock:10, §aVerde Limão Bloco de Plástico Reforçado
Mekanism:ReinforcedPlasticBlock:11, §eAmarelo Bloco de Plástico Reforçado
Mekanism:ReinforcedPlasticBlock:12, §9Azul Claro Bloco de Plástico Reforçado
Mekanism:ReinforcedPlasticBlock:13, §dMagenta Bloco de Plástico Reforçado
Mekanism:ReinforcedPlasticBlock:14, §6Laranja Bloco de Plástico Reforçado
Mekanism:ReinforcedPlasticBlock:15, §fBranco Bloco de Plástico Reforçado
Mekanism:RoadPlasticBlock:0, §8Preto Estrada de Plástico
Mekanism:RoadPlasticBlock:1, §cVermelho Estrada de Plástico
Mekanism:RoadPlasticBlock:2, §2Verde Estrada de Plástico
Mekanism:RoadPlasticBlock:3, §6Marrom Estrada de Plástico
Mekanism:RoadPlasticBlock:4, §1Azul Estrada de Plástico
Mekanism:RoadPlasticBlock:5, §5Lilás Estrada de Plástico
Mekanism:RoadPlasticBlock:6, §3Ciano Estrada de Plástico
Mekanism:RoadPlasticBlock:7, §7Cinza Claro Estrada de Plástico
Mekanism:RoadPlasticBlock:8, §8Cinza Estrada de Plástico
Mekanism:RoadPlasticBlock:9, §dRosa Estrada de Plástico
Mekanism:RoadPlasticBlock:10, §aVerde Limão Estrada de Plástico
Mekanism:RoadPlasticBlock:11, §eAmarelo Estrada de Plástico
Mekanism:RoadPlasticBlock:12, §9Azul Claro Estrada de Plástico
Mekanism:RoadPlasticBlock:13, §dMagenta Estrada de Plástico
Mekanism:RoadPlasticBlock:14, §6Laranja Estrada de Plástico
Mekanism:RoadPlasticBlock:15, §fBranco Estrada de Plástico
Mekanism:PlasticFence:0, §8Preto Barreira de Plástico
Mekanism:PlasticFence:1, §cVermelho Barreira de Plástico
Mekanism:PlasticFence:2, §2Verde Barreira de Plástico
Mekanism:PlasticFence:3, §6Marrom Barreira de Plástico
Mekanism:PlasticFence:4, §1Azul Barreira de Plástico
Mekanism:PlasticFence:5, §5Lilás Barreira de Plástico
Mekanism:PlasticFence:6, §3Ciano Barreira de Plástico
Mekanism:PlasticFence:7, §7Cinza Claro Barreira de Plástico
Mekanism:PlasticFence:8, §8Cinza Barreira de Plástico
Mekanism:PlasticFence:9, §dRosa Barreira de Plástico
Mekanism:PlasticFence:10, §aVerde Limão Barreira de Plástico
Mekanism:PlasticFence:11, §eAmarelo Barreira de Plástico
Mekanism:PlasticFence:12, §9Azul Claro Barreira de Plástico
Mekanism:PlasticFence:13, §dMagenta Barreira de Plástico
Mekanism:PlasticFence:14, §6Laranja Barreira de Plástico
Mekanism:PlasticFence:15, §fBranco Barreira de Plástico
Mekanism:SaltBlock, Bloco de Sal
MekanismGenerators:Generator:0, Gerador a Calor
MekanismGenerators:Generator:1, Gerador a Energia Solar
MekanismGenerators:Generator:3, Gerador a Queima de Gás
MekanismGenerators:Generator:4, Biogerador
MekanismGenerators:Generator:5, Gerador a Energia Solar Avançado
MekanismGenerators:Generator:6, Gerador Eólico
MekanismGenerators:Generator:7, Rotor de Turbina
MekanismGenerators:Generator:8, Complexo Rotacional
MekanismGenerators:Generator:9, Bobina Eletromagnética
MekanismGenerators:Generator:10, Moldura de Turbina
MekanismGenerators:Generator:11, Válvula de Turbina
MekanismGenerators:Generator:12, Respiradouro de Turbine
MekanismGenerators:Generator:13, Saturating Condenser
MekanismGenerators:Reactor:0, Controlador do Reator
MekanismGenerators:Reactor:1, Armação do Reator
MekanismGenerators:Reactor:3, Porta do Reator
MekanismGenerators:Reactor:4, Adaptador Lógica do Reator
MekanismGenerators:ReactorGlass:0, Vidro do Reator
MekanismGenerators:ReactorGlass:1, Matriz Focal do Laser
NetherOres:tile.netherores.ore.0:0, Nether Coal Ore
NetherOres:tile.netherores.ore.0:1, Nether Diamond Ore
NetherOres:tile.netherores.ore.0:2, Nether Gold Ore
NetherOres:tile.netherores.ore.0:3, Nether Iron Ore
NetherOres:tile.netherores.ore.0:4, Nether Lapis Ore
NetherOres:tile.netherores.ore.0:5, Nether Redstone Ore
NetherOres:tile.netherores.ore.0:6, Nether Copper Ore
NetherOres:tile.netherores.ore.0:7, Nether Tin Ore
NetherOres:tile.netherores.ore.0:8, Nether Emerald Ore
NetherOres:tile.netherores.ore.0:9, Nether Silver Ore
NetherOres:tile.netherores.ore.0:10, Nether Lead Ore
NetherOres:tile.netherores.ore.0:11, Nether Uranium Ore
NetherOres:tile.netherores.ore.0:12, Nether Nikolite Ore
NetherOres:tile.netherores.ore.0:13, Nether Ruby Ore
NetherOres:tile.netherores.ore.0:14, Nether Peridot Ore
NetherOres:tile.netherores.ore.0:15, Nether Sapphire Ore
NetherOres:tile.netherores.ore.1:0, Nether Platinum Ore
NetherOres:tile.netherores.ore.1:1, Nether Ferrous Ore
NetherOres:tile.netherores.ore.1:2, Nether Pig Iron Ore
NetherOres:tile.netherores.ore.1:3, Nether Iridium Ore
NetherOres:tile.netherores.ore.1:4, Nether Osmium Ore
NetherOres:tile.netherores.ore.1:5, Nether Sulfur Ore
NetherOres:tile.netherores.ore.1:6, Nether Titanium Ore
NetherOres:tile.netherores.ore.1:7, Nether Mithril Ore
NetherOres:tile.netherores.ore.1:8, Nether Adamantium Ore
NetherOres:tile.netherores.ore.1:9, Nether Rutile Ore
NetherOres:tile.netherores.ore.1:10, Nether Tungsten Ore
NetherOres:tile.netherores.ore.1:11, Nether Amber Ore
NetherOres:tile.netherores.ore.1:12, Nether Tennantite Ore
NetherOres:tile.netherores.ore.1:13, Nether Salt Ore
NetherOres:tile.netherores.ore.1:14, Nether Saltpeter Ore
NetherOres:tile.netherores.ore.1:15, Nether Magnesium Ore
NetherOres:netherOresBlockHellfish, tile.netherores.hellfish.name
OpenComputers:accessPoint:0, §cAccess Point§7
OpenComputers:adapter:0, Adapter
OpenComputers:assembler:0, Electronics Assembler
OpenComputers:cable:11250603, Cable
OpenComputers:capacitor:0, Capacitor
OpenComputers:case1:0, Computer Case (Tier 1)
OpenComputers:case3:0, Computer Case (Tier 3)
OpenComputers:case2:0, Computer Case (Tier 2)
OpenComputers:charger:0, Charger
OpenComputers:disassembler:0, Disassembler
OpenComputers:diskDrive:0, Disk Drive
OpenComputers:geolyzer:0, Geolyzer
OpenComputers:hologram1:0, Hologram Projector (Tier 1)
OpenComputers:hologram2:0, Hologram Projector (Tier 2)
OpenComputers:keyboard:0, Keyboard
OpenComputers:motionSensor:0, Motion Sensor
OpenComputers:powerConverter:0, Power Converter
OpenComputers:powerDistributor:0, Power Distributor
OpenComputers:raid:0, Raid
OpenComputers:redstone:0, Redstone I/O
OpenComputers:relay:0, Relay
OpenComputers:screen1:0, Screen (Tier 1)
OpenComputers:screen3:0, Screen (Tier 3)
OpenComputers:screen2:0, Screen (Tier 2)
OpenComputers:rack:0, Rack
OpenComputers:switch:0, §cSwitch§7
OpenComputers:caseCreative:0, Computer Case (Creative)
OpenComputers:microcontroller:0, Microcontroller
OpenComputers:robotAfterimage:0, Robot
OpenComputers:robot:0, Robot.name
OpenComputers:print:0, 3D Print
OpenComputers:printer:0, 3D Printer
OpenComputers:chameliumBlock:0, Block of Chamelium
OpenComputers:waypoint:0, Waypoint
OpenComputers:endstone:0, End Stone
OpenComputers:netSplitter:0, Net Splitter
OpenComputers:transposer:0, Transposer
PneumaticCraft:plasticBlock, tile.plasticBlock.name
PneumaticCraft:etchingAcid, Etching Acid
PneumaticCraft:lpg, LPG
PneumaticCraft:fuel, Gasoline
PneumaticCraft:kerosene, Kerosene
PneumaticCraft:diesel, Diesel
PneumaticCraft:oil, Oil
PneumaticCraft:lubricant, Lubricant
PneumaticCraft:pressureTube, Tubo de pressão
PneumaticCraft:airCompressor, Compressor de ar
PneumaticCraft:advancedAirCompressor, Compressor de ar Avançado
PneumaticCraft:airCannon, Canhão pneumático
PneumaticCraft:pressureChamberWall:0, Parede da Câmara de pressão
PneumaticCraft:pressureChamberWall:6, Janela da Câmara de pressão
PneumaticCraft:pressureChamberValve, Válvula da Câmara de pressão
PneumaticCraft:slimePlant, Planta de Slime
PneumaticCraft:creeperPlant, Planta explosiva
PneumaticCraft:squidPlant, Planta de Lula
PneumaticCraft:fireFlower, Planta de fogo
PneumaticCraft:rainPlant, Planta de chuva
PneumaticCraft:enderPlant, Planta do Fim
PneumaticCraft:lightningPlant, Planta da tempestade
PneumaticCraft:burstPlant, Planta atiradora
PneumaticCraft:potionPlant, Planta de poção
PneumaticCraft:heliumPlant, Planta de hélio
